,Tweets,date
80,The mutants are coming Are you prepared GrandpaApeCountryClub MutantApeCountryClub GACC MACC NFTs DigitalArt BAYC Azuki ,2022-06-13
81,Why are people selling their BAYC These things are very valuable and will continue to see value for a very long time ,2022-06-13
82,0 5Eth SALE 48hrs Exoticerotica NFTs All new art begins at 5ETH WEEKLY NFTdrop Exotic art collectibles NFTCommunity NFTProject crypto NFTshill NFT millionaire nftphotography BAYC MAYC VeeFriends Azuki nftsale ,2022-06-13
83, Like the 30 Bayc knock offs trying to steal a buck ,2022-06-13
84, Spoodeee gt Bayc,2022-06-13
85,Anyone feeling generous and wanna send me eth BAYC or just something worth me staying in the space lol,2022-06-13
86, Again respectfully as I don t know you or Lynx that well But again how can you be calling someone out about growing a pair whilst hiding on a burner account ,2022-06-13
87, I told MONKE s get over that line and we ll flip green on the daily They did it Does your community do this ,2022-06-13
88,Bored Ape Yacht Club BAYC CryptoPunks Among NFTs Joining Crypto Rout Bloomberg ,2022-06-13
89,Repeat after me BAYC does not represent the majority of crypto users ,2022-06-13
90,Minting has stopped 4 listed The real hand community is taking over sol solana nft nfts nftstaking NFTGiveaway nfttoken solananft SolanaAirdrops SolanaSummer airdrops NFTdrops NFTcollection animenft bayc OkayBears TrippinApeNFT NFTsales degods ,2022-06-13
91, CRYPTO NEWS ALERT High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective Cryptocurrency ZachXBT DeFi BlockchainAnalytics Crypto BTC ETH DOGE,2022-06-13
92,Subtext matters proud to be a RR BAYC holder and more importantly a supporter RRBAYC ,2022-06-13
93,ObiWan NFTCommunity VoteThemAllOut2022 ETH BAYC FTX Yoda AbductingMFERS mfers doodle BTC cryptocurrency ,2022-06-13
94,Ape Yacht Club BAYC collection the establishment opened in May 2022 According to Snoop Dogg the new concept will demonstrate to the world that non fungible tokens can be more than jeeps Food Fighters Universe supports the development of Web 3 0 and plans to release,2022-06-13
95,We believe in ApeStrongTogether If you own a BAYC MAYC CyberKong or RumbleKong you can secure a whitelist spot for our upcoming Harambian launch Reserve a 3x mint at a 20 discount Join the community hype Obv RKL BoredApe MutantApe ,2022-06-13
96, Ordered my precious comic Waiting for further update can t wait to get them on my hands BAYC 2735 Hog Homies comic ,2022-06-13
97, Otherdeed 56501 bought for 2 2448 6 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
98,Misfits going to be looking real good at 0 001 when BAYC are at 0 1,2022-06-13
99, I liked and shared on my own along with any other piece of information I can find on the scum Get the word out there save people from making the same mistake ,2022-06-13
100,Guys you should really consider getting on the LCC project why because the community is so good and the project is clean plus they just bought their first BAYC the first of a long series tothemoon,2022-06-13
101, Otherdeed 56798 bought for 2 3 2803 19 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
102, BTFA is the next BAYC Don t miss out NFTs are live now and they won t last long This project is the next hidden ge ,2022-06-13
103, 4 in a half years ago I sold my doge for a small profit oh boy do I regret that I watched Shiba inu frm day 1 I never ,2022-06-13
104, Damn bro don t take out your frustrations on stake just because you bayc is worth the same as a bone in ,2022-06-13
105, 3 5 goblintown 3 89 0xbce3781ae7ca1a5e050bd9c4c77369867ebc307e 4 BAYC Buy 6 Sell 6 3 AZUKI Buy 3 Sell 1 2 CLONEX Buy 2 Sell 3 2 COOL Buy 3 Sell 0 2 MAYC Buy 3 Sell 0 ,2022-06-13
106,Finally got my BAYC Merch The cotton is a bit strange but can t wait to see whom I meet first while rocking it in Austria BAYC MAYC ,2022-06-13
107, before they reveal in a week don t know think that they re affiliated with BAYC but the art is dope and some have already been selling for 02 03 ETH pre reveal from a free mint ,2022-06-13
108, Daily Digest BAYC Floor 73 43 2 09 Listed 895 5 79 CryptoPunks Floor 46 69 3 21 Listed 1453 0 21 ,2022-06-13
109, Grandpa Ape Country Club 668 Rank 4186 Rare Trait Striped T 1 50 GACC ,2022-06-13
110, Making a movie or writing a book isn t appropriating His problem with BAYC is that it is spreading appropriated racist images throughout the internet correct Is that not what RRBAYC is as well Appropriated racist images ,2022-06-13
111,Love me some good BAYC conspiracy talk No matter where you side it s interesting to see where the dots connect BoredApeYachtClub NFT nftcollectors gaming Crypto YouTube ,2022-06-13
112, I d say if you can use it to own a piece of real estate property go for that Because you can sleep in a lambo but not in a BAYC jpeg ,2022-06-13
113, And there we have it uilding 3 apes Only 50 apes to go to catch up with apes strong toge ,2022-06-13
114, Otherdeed 67711 bought for 2 65 WETH 3302 16 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
115,New RR BAYC minted 5426 RRBAYC NFTs ,2022-06-13
116,Grandpa Ape Country Club 1162 Rank 3878 Rare Trait Viking Vest 2 22 GACC GrandpaApeCountryClub opensea nft azuki nftart nftproject BAYC MAYC MACC BAKC digitalart crypto art ethereum ,2022-06-13
117, MAYC is solid but my fave is probably BAYC ,2022-06-13
118, LooksRare vs Opensea The buyer got 3 5k in trading rewards On Opensea they would have gotten none The s ,2022-06-13
119, Wassup wassup Heard you may wanna learn about nfts and bayc Hmu if you need any help Also Check out ,2022-06-13
120, rrbayc bayc NFT NFTartist,2022-06-13
121, Welcom to te the next BAYC LFQ ,2022-06-13
122, So many things become obsolete in Web3 so fast But the BAYC art still holds up as hitting best vibe It s timeless NGL ,2022-06-13
123, Buy a BAYC,2022-06-13
124,We are JustBAYC the very first and complete bored ape derivative built by TRONICS from 200 new traits including BTTC Klever TRON Bitcoin merch and many more NFTcollection NFTcommunity BAYC MAYC ,2022-06-13
125, Haters gonna hate You can t fix stupid ,2022-06-13
126, Grandpa Ape Country Club 2735 Rank 3569 Rare Trait None 1 78 GACC Gra ,2022-06-13
127,BAYC Co Founder Warns of Imminent Cyber Attack Gordon Goner warned of an impending attack on their social networks On his Twitter account he mentioned surprise coins hinting that this would be a likely method of attack by cybercriminal hacking ,2022-06-13
128, AVT is soo cheap Weww when we turn bullish this thing will fly Coinbase crypto nft NFTCommunity Bitcoin btc btc eth ltc lunc doge shib shit caw floki BAYC,2022-06-13
129, I was catching up with a friend the other day and we were discussing the current state of crypto He attends the confer ,2022-06-13
130, You know the day destroys the night Night divides the day Tried to run Tried to hide Break on through to the othersid ,2022-06-13
131, MONKE WILL FLIP APE MARK MY WORDS apecoin bayc monke Cryptos Crypto USDC StableCoin stablecoins USDCoin Trending ,2022-06-13
132, Facts Put your eth where your mouth is BAYC and invest in GreenChipNFT projects doing something positive for the planet ,2022-06-13
133,You might just find your next Axie or BAYC here ,2022-06-13
134, Hey apes we re still working on things with Apple the BAYC x MAYC mobile game should be up and running in about four wee ,2022-06-13
135, Grandpa Ape Country Club 4532 Rank 680 Rare Trait Unshaven Kazoo 0 66 ,2022-06-13
136, it s just not how graff stuff works at all ppl might spray over all the BAYC tags and put up some anti BAYC stuff that could def happen,2022-06-13
137, Talking about a degen play Is this one degen enough GoblinTown goblintownwtf nft nfts Degenmint degen art ar ,2022-06-13
138,RR BAYC 3400 was bought for 0 2444 300 64 by eth RRBAYC NFTs ,2022-06-13
139, If ETH prices keep going like this we might all be BAYC owners ,2022-06-13
140, CACTI Raffle 2 You can win this sick NFT 1 ticket 12 CACTI Cacti raffle in Discord for info ,2022-06-13
141, Otherdeed 7722 bought for 5 WETH 6133 3 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
142, Grandpa Ape Country Club 971 Rank 357 Rare Trait Unshaven Cigar 0 94 G ,2022-06-13
143,1 Art The PrimateNFT of all the recent mints looks best suited as a PFP It has a clean finish and share similar traits with the BAYC and MAYC but yet retains ample unique features ,2022-06-13
144, BAYC and MAYC and Otherside Gods the Crocodile is waiting for you ,2022-06-13
145,BAYC 85E 5 3 CloneX 8 9E 12 9 Doodles9 69E 7 9 Mfer1 37E 17 Goblintown3 5E 19 Murakami Flower2 1E 8 7 FOMC ,2022-06-13
146, The first 100 people get a surprise Whitelist opensea NFT mint BAYC ETH ,2022-06-13
147, NFT Whale 0x44b5 aacc just bought 6512 BAYC for 99 ETH 144014 BoredApeYachtClub BAYC whalestats babywhale ,2022-06-13
148, Teure Bilder von digitalen Affen lassen sich nur an den gr eren Trottel verkaufen BillGates mit klarer Meinung zu NFT BAYC ,2022-06-13
149,Panic As Over 145 ETH Is Stolen In Yuga Labs BAYC and OtherSide Discord Breach ,2022-06-13
150, Otherdeed 46959 bought for 2 19 2676 49 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
151, this is going to be legendary Bluechips BAYC,2022-06-13
152,how it feels being a milady amongst bayc and mayc pfps ,2022-06-13
153, Trolls would go up if you quit paper handing trolltownwtf NFT nftart BAYC NFTCommunity MAYC https ,2022-06-13
154, u mean bayc ,2022-06-13
155, Much Thanks to and I now have my dream BAYC Watch with four apes one mutant and my favo ,2022-06-13
156, Hello BAYC how are you We are also on the way to the othersidemeta It could well be that we are neighbors maybe sometime for a beer OSVerification DAO Roadmap 2 is coming Strong community moonsquad MoonApeLab OthersideMeta BlueChipNFT ,2022-06-13
157, CONFIRMED The MegaverseProject is excited to announce after the official launch party and reveal on Monday ,2022-06-13
158, Free NFT Giveaway with access to Siberian people club Follow amp Retweet Drop your ETH address NFTCommunity open ,2022-06-13
159, Wow this ape is s fiery ape Thank you so much for the order bayc ,2022-06-13
160, What is more valuable than having good friends and a loving family Nothing absolutely nothing koolcatz nft nfts ,2022-06-13
161, Which one of you gets dunked on in NBA JAM on Monday 6 20 at Barcade NYC Boomshakalaka Apefest NFTNYC BAYC ,2022-06-13
162,High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective Enter Chat Room ,2022-06-13
163, Hello this is Bayc merch support please send seed phrase for update on delivery,2022-06-13
164, DID YOU GET YOUR YET Get in if you can coz we mooning Twitter space in a couple of hours check bellow n ,2022-06-13
165, The Biggest BAYC Giveaway Claim Your BAYC Now ,2022-06-13
166, Is BAYC AI going to be an instant reveal too ,2022-06-13
167, I know people will call me broke but no way I ll see BAYC at 400k and not tp Bro that s life changing money and money fo ,2022-06-13
168, What is BAYC ,2022-06-13
169, it could be argued that the points above amount to what is effectively frau ,2022-06-13
170,SELL me this Simple IT S REKT nft NFTs Trending trendingnft apenft bayc BoredApeYC NFTCommunity FreeMint Degenmint ,2022-06-13
171,Who knew trolls could look so sick it s time for the troll take over trolltakeover trolltown trollhands nfts web3 crypto yugalabs bayc mayc cryptopunks ,2022-06-13
172,Crypto Panic High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective Bet with BTC via ,2022-06-13
173, Free NFT Giveaway Worth 1 ETH 1900 Follow amp Retweet Drop your ETH address Must retweet the pinned tweet NFTC ,2022-06-13
174, Since you seem to have it figured out if you re bashin what re they doing wrong bayc yuga goblintown nf ,2022-06-13
175, GACC GrandpaApeCountryClub twitter nft nftcommunity nftartist nftart nftproject BAYC MAYC MACC BAKC digitalart ,2022-06-13
176, I know you said you expect all those to survive but do you expect to be wrong about at least one of them If so which would be least surprising IMO BAYC Doodles and RTFKT are the best bets Cheers Willy ,2022-06-13
177,I will give away another rare GOBLIN to some random person floor price 7ETH Last round Follow Retweet and Tag 3 friends below goblintown goblintownwtf goblin nft crypto nfts punks bayc mayc rtfkt azuki airdrop ,2022-06-13
178, Your pretty smart buy a RR BAYC it will be funny,2022-06-13
179,Fuck BAYC ,2022-06-13
180,Gm NFT twitter ETH got you down Let s play a game it s called Flip Hodl Burn Today s edition will be easy you receive 3 NFTs you have to flip one hodl one forever and burn one The 3 NFTs Cryptopunk BAYC and a Fidenza ,2022-06-13
181, anyone without a RR BAYC in a hexagon is poor,2022-06-13
182,U can mint nft in nfts nftinfluencer nftdrop nftcollectors nftcommunity boredapeyachtclub bayc punk cryptopunk crypto bitcoin bitcoins bitcoininvestment nftcollectibles nftnews money invest investment investing love instagram ,2022-06-13
183,ApeCoin atinge novo m nimo junto com pre o do BAYC ,2022-06-13
184, Just received my bayc merch ,2022-06-13
185, If you don t wanna get called out by Low pay him it s as simple as that He accepts tips on his account and will happily accept cash to support you I believe he might even offer a monthly subscription to this considering crypto crash Laying low lowering standards by eachday,2022-06-13
186,High profile BAYC collector denies allegations of wrongdoing brought by DeFi detective At the time of publication it is not clear how the DeFi detective allegedly connected wallets with questionable activities to Jeff Huang On Thursday ZachXBT a cyb ,2022-06-13
187,Grandpa Ape Country Club 78 Rank 470 Rare Trait Laurel Wreath 0 54 GACC GrandpaApeCountryClub opensea nft azuki nftart nftproject BAYC MAYC MACC BAKC digitalart crypto art ethereum ,2022-06-13
188, Otherdeed 61322 bought for 3 9 4767 13 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
189, MINT IS LIVE 42 SOLD 0 05 Eth 1k Supply DegenHQ Exclusive WL spots Exclusive Giveaways Premium Mob ,2022-06-13
190, Thats simply because NFT isnt in the next bull run BAYC and CRYPTOPUNKS isnt gonna be wanted or needed the ne ,2022-06-13
191,New RR BAYC minted 5288 RRBAYC NFTs ,2022-06-13
192,To celebrate upcoming 3D Airdrop we are hosting a giveaway 200 CRO 1x NFT Pixel City NFT To enter 1 Follow 2 amp 3 Tag 3 crofam friends amp comment Viva Las Vegas 48H NFTGiveaways CronosNFT Cronos ,2022-06-13
193, We will post the details here close mint so Turn on the notifications nft NFTCommunity bayc NFTGiveaway nftart NFTdro ,2022-06-13
194, Why I m not selling my BAYC for 569k USD A Thread ,2022-06-13
195, Imagine minting an NFT for less than 0 3ETH and you get into a raffle for Moonbirds WoW and BAYC Well that s what ,2022-06-13
196,Beeple BAYC and CryptoPunks are some of the popular participants in the NFT space bhfyp cryptotraders cryptonews cryptoartist digitalart,2022-06-13
197,Dear how is this crypto bears treating you I know you bought BAYC hope you sold Or still holding till valhalla ,2022-06-13
198, I will give away another rare GOBLIN to some random person floor price 7ETH Last round Follow R ,2022-06-13
199,Crypto gelato crypto btc crofam BAYC ,2022-06-13
200,I d much prefer Parallel outperform BAYC and it s derivatives yuga ,2022-06-13
201, they re laid back and already totally fine with being rekt I honestly believe they should be the ,2022-06-13
202, Next BAYC ,2022-06-13
203, Otherdeed 71503 bought for 2 19 2581 57 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
204, APE landed APEFEST BAYC MAYC ,2022-06-13
205, We collected a test run of 10 BAYC wallets and found out what they ve been buying the past 7 days This is a sneak previ ,2022-06-13
206,And then Powell saw the BAYC prices and said I have seen enough Time to humble the youth ,2022-06-13
207, We gonna see you in BAYC gear at the game ,2022-06-13
208, False I have however not recovered my initial investment Not my fault I was too late for BAYC didn t thin ,2022-06-13
209, 0x7683 8f40 flipped BAYC 5308 status Diamond Hands in 0 75 ETH out 78 ETH hodl 1 year 13 days profit 77 25 ETH paid 1711 05 2021 made 110063 6433 ,2022-06-13
210, How does a fake BAYC account get 10k followers ,2022-06-13
211, this the worst part has been reading the hot takes from bayc holders defending this wack decision ,2022-06-13
212,As a person who s not a fan of bayc Y all are slowly making a fan out of me because of the constant dumb hate You wanna know the truth most of you didn t even know who nekst was before this and are just emotionally reacting because of your hate for bayc,2022-06-13
213, A significant part of it will die a significant part of it was shit all along anyways but the projects with exceptional teams and community will survive and vanity crap like BAYC obviously,2022-06-13
214, Lmaoooo,2022-06-13
215,don t sleep on non BAYC MAYC punks NFTs cuz ThingsOnStrings are notascam NFTcollection DYOR NFTcommunity NFT NFTdrops newNFTs ,2022-06-13
216, GACC MACC MAYC BAYC ,2022-06-13
217, Amazing ,2022-06-13
218, NFT Whale Bitrox just bought 5282 BAYC for 82 WETH 101206 BoredApeYachtClub BAYC whalestats babywhale ,2022-06-13
219, Le fabricant suisse de montres a int gr une fonctionnalit qui permet de d finir son NFT comme cadran de mont ,2022-06-13
220, Snipe Alert Jun 16 6 00 pm Mutant Ape Yacht Club Target Price 24 69 Floor Price 17 1 MemberoneAlpha mayc bayc ,2022-06-13
221, I bought 30 at 0 04 I will give away another rare GOBLIN to some random person floor price 8ETH round 2 already s ,2022-06-13
222, What a poor view about NFTs he s got Only a total outsider would reduce NFTs to BAYC Crypto s power comes from blockchain technology and tokenization not from its coins values against the dollar,2022-06-13
223,Had to cop some fire bored sauce from my fellow ape BAYC ,2022-06-13
224, Bro Mutants go craaaazzzzy MACC in 2 days GACC MACC BAYC MAYC ,2022-06-13
225,people wearing bayc Tee s in nyc will be zipping up their hoodies to cover that logo when they see writers on the block ,2022-06-13
226, Auction settled for RR BAYC 2610 Winner was 0xf7c9 E4d4 with their bid of 0 88 980 89 http ,2022-06-13
227,I think we have some apes excited for Apefest during BAYC MAYC trending ,2022-06-13
228,covering the basics of BAYC ,2022-06-13
229, BAYC thinks im legit masterminding all this shit against them paranoid delusions they dont realize that most of the wor ,2022-06-13
230,The analysis of alleged misconducts used mostly on chain data but could not decisively draw conclusions the identity of the user ,2022-06-13
231,I just remembered when by was going to give ETH prizes to punk minters and OG wabisuki holders but then the artist gave up three weeks after public mint and deleted their roadmap and later pretended to be a BAYC owner to generate interest in it LMAO,2022-06-13
232,The co founder of Yuga Labs and Bored Ape Yacht Club BAYC specifically referred to surprise mints hinting that this would be the likely method of attack from cyber criminals APECOIN APE BAYC bitcoin ,2022-06-13
233, Good Mutant Bad Mutant bayc eth NFT ,2022-06-13
234, you are a great BAYC trader for sure ,2022-06-13
235,AIdea POSTPONED OpenSea is bugging rn everything on our end is ready but OpenSea is bugging We are postponing again because we want to do this right nft NFTCommunity bayc NFTGiveaway nftart NFTdrop cryptocurrency FreeMint freemintNFT NFTsGiveaway NFTProject ,2022-06-13
236, Otherdeed 95264 bought for 2 14 2636 65 otherside otherdeed BAYC MAYC APE Metaverse WhaleAnalytica ,2022-06-13
237, Top 24h floor changes 15 June 2022 The 187 by creators of pumped today Many bluechips going ,2022-06-13
238, Sappy Seals are dope But Wen trolls has less than 10 listed for sale Blue chip ,2022-06-13
239, Capable not more capable Capable being the amount of team members each a professional at their craft and proven track record Deep understanding of the space and how it works already etc the biggest thing yuga had was the BAYC idea they just executed right same thing here,2022-06-13
240, Your timeline is off a little bit Ryder was also minting fake BAYC prior to his claiming they were racist ,2022-06-13
241, SB FUD BAYC ,2022-06-13
242,Grandpa Ape Country Club 3561 Rank 2704 Rare Trait Chef 1 72 GACC GrandpaApeCountryClub opensea nft azuki nftart nftproject BAYC MAYC MACC BAKC digitalart crypto art ethereum ,2022-06-13
243,There just has not been a free mint that looks this good freemintNFT BAYC MAYC ,2022-06-13
244, You ain t protecting CROnos you protecting the scammer of CROnos ,2022-06-13
245, Otherdeed BAYC amp WL Giveaway 1x Exclusive NFT Worth 3 Eth 3x Exclusive WL To Win ,2022-06-13
246, MONKE bye Felicia BAYC ApeCoin ApexLegends,2022-06-13
247, Show me the GACC you plan on mutating once MACC comes NFTs NFTCommunity Investing MutantMonday BuyTheDip Muta ,2022-06-13
248, NFT Whale RattaC just bought 1354 BAYC for 88 ETH 108272 BoredApeYachtClub BAYC whalestats babywhale ,2022-06-13
